last_data_date,last_close,horizon_days,ridge_daily_log_return,ridge_daily_simple_return,ridge_30d_forecast_close,ridge_30d_forecast_return,ridge_train_rmse_log_return,macd_current_regime,macd_daily_log_return_assumption,macd_daily_simple_return_assumption,macd_30d_forecast_close,macd_30d_forecast_return,macd_historical_log_return_std
2026-07-01,1865.37,30,7.119974072151126e-05,7.120227548318425e-05,1869.35867418249,0.002138275078129359,0.013724008077462458,up,0.0017599506059310906,0.001761500227951407,1966.505172153357,0.054217218114024135,0.01438952463815669
