Date,TargetDate,Close,target_log_ret,target_simple_ret,pred_log_ret,position,turnover,transaction_cost,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity,strategy_drawdown,buy_hold_drawdown,year,strategy_name,Open,High,Low,Volume,SourceLine,macd_line,macd_signal
2009-09-11,2009-09-14,548.0,0.015571562143774857,0.015693430656934293,,0.0,0.0,0.0,0.0,0.015693430656934293,1.898999051099294,1.7636248415716096,-0.04283777615482942,0.0,2009,MACD 12/26/9,549.0,549.6,547.8,62115320.0,2109.0,16.036064441518988,17.248220292367154
2009-09-14,2009-09-15,556.6,0.00035925992841928287,0.0003593244699962028,,0.0,0.0,0.0,0.0,0.0003593244699962028,1.898999051099294,1.7642585551330794,-0.04283777615482942,0.0,2009,MACD 12/26/9,551.7,559.7,551.7,63958520.0,2110.0,16.64197557362195,17.126971348618113
2009-09-15,2009-09-16,556.8,0.0003591309070742865,0.00035919540229900626,,0.0,0.0,0.0,0.0,0.00035919540229900626,1.898999051099294,1.7648922686945498,-0.04283777615482942,0.0,2009,MACD 12/26/9,558.4,562.2,553.3,70711912.0,2111.0,16.942994545228316,17.090175987940157
2009-09-16,2009-09-17,557.0,0.007512108301021964,0.00754039497307013,,0.0,0.0,0.0,0.0,0.00754039497307013,1.898999051099294,1.7782002534854247,-0.04283777615482942,0.0,2009,MACD 12/26/9,560.5,562.5,557.0,67324736.0,2112.0,17.001707476882984,17.07248228572872
2009-09-17,2009-09-18,561.2,0.017311861427704158,0.01746258018531699,,1.0,1.0,0.0005,0.01696258018531699,0.01746258018531699,1.9312109747754067,1.8092522179974648,-0.026601835182499367,0.0,2009,MACD 12/26/9,559.4,564.2,553.2,73338448.0,2113.0,17.188998719895835,17.095785572562146
2009-09-18,2009-09-21,571.0,0.012184659016367219,0.012259194395796813,,1.0,0.0,0.0,0.012259194395796813,0.012259194395796813,1.9548860655344746,1.8314321926489223,-0.014668757855489711,0.0,2009,MACD 12/26/9,561.7,571.0,561.7,64307160.0,2114.0,17.92161722972196,17.260951903994112
2009-09-21,2009-09-22,578.0,0.008441776379126478,0.008477508650518883,,1.0,0.0,0.0,0.008477508650518883,0.008477508650518883,1.971458629065822,1.8469581749049424,-0.00631560372658313,0.0,2009,MACD 12/26/9,578.3,581.0,578.0,6668948.0,2115.0,18.849775694916616,17.578716662178614
2009-09-22,2009-09-23,582.9,-0.0013733907738141342,-0.0013724481043059233,,1.0,0.0,0.0,-0.0013724481043059233,-0.0013724481043059233,1.968752904407643,1.844423320659062,-0.007679383992526989,-0.0013724481043058123,2009,MACD 12/26/9,578.6,585.5,577.9,746910.0,2116.0,19.7530363078763,18.013580591318153
2009-09-23,2009-09-24,582.1,-0.012620100072820077,-0.012540800549733833,,1.0,0.0,0.0,-0.012540800549733833,-0.012540800549733833,1.9440631669017576,1.821292775665399,-0.020123878919265703,-0.013896037056098653,2009,MACD 12/26/9,587.4,594.3,582.1,90385328.0,2117.0,20.171795633609577,18.44522359977644
2009-09-24,2009-09-25,574.8,0.013821920116179942,0.01391788448155884,,1.0,0.0,0.0,0.01391788448155884,0.01391788448155884,1.9711204134835498,1.8466413181242076,-0.006486076259826001,-0.00017155601303808776,2009,MACD 12/26/9,576.8,583.6,572.2,7170216.0,2118.0,19.687669229171547,18.693712725655462
2009-09-25,2009-09-28,582.8,-0.0013736265896118678,-0.0013726835964309458,,1.0,0.0,0.0,-0.0013726835964309458,-0.0013726835964309458,1.9684146888253709,1.8441064638783269,-0.00784985652576986,-0.0015440041173441221,2009,MACD 12/26/9,574.1,582.8,574.1,75929880.0,2119.0,19.72218365043318,18.899406910611006
2009-09-28,2009-09-29,582.0,0.0010303967938964016,0.0010309278350515427,,1.0,0.0,0.0,0.0010309278350515427,0.0010309278350515427,1.9704439823190052,1.8460076045627376,-0.006827021326311855,-0.0005146680391144853,2009,MACD 12/26/9,585.8,590.9,582.0,7455016.0,2120.0,19.460652970220053,19.011656122532816
2009-09-29,2009-09-30,582.6,-0.002922219526847482,-0.002917953999313494,,1.0,0.0,0.0,-0.002917953999313494,-0.002917953999313494,1.9646943174203741,1.8406210392902407,-0.009725054391442889,-0.003431120260764864,2009,MACD 12/26/9,582.1,587.9,581.2,83817360.0,2121.0,19.081839440478007,19.025692786121855
2009-09-30,2009-10-01,580.9,-0.020698190872155874,-0.020485453606472692,,0.0,1.0,0.0005,-0.0005,-0.020485453606472692,1.963711970261664,1.8029150823827629,-0.010220191864247163,-0.023846285812317514,2009,MACD 12/26/9,583.2,586.3,578.3,73172960.0,2122.0,18.4319788181391,18.906949992525306
2009-10-01,2009-10-02,569.0,-0.03450775925971612,-0.03391915641476262,,0.0,0.0,0.0,-0.0,-0.03391915641476262,1.963711970261664,1.7417617237008873,-0.010220191864247163,-0.05695659632870098,2009,MACD 12/26/9,581.8,581.8,569.0,63144740.0,2123.0,16.763489967951728,18.47825798761059
2009-10-02,2009-10-05,549.7,-0.0012742333570841446,-0.0012734218664727237,,0.0,0.0,0.0,-0.0,-0.0012734218664727237,1.963711970261664,1.7395437262357414,-0.010220191864247163,-0.05815748841996882,2009,MACD 12/26/9,553.0,556.2,544.3,75711192.0,2124.0,13.725631296517577,17.52773264939199
2009-10-05,2009-10-06,549.0,0.005449604767564685,0.005464480874316946,,0.0,0.0,0.0,0.0,0.005464480874316946,1.963711970261664,1.7490494296577945,-0.010220191864247163,-0.05301080802882119,2009,MACD 12/26/9,553.2,556.5,543.2,45614480.0,2125.0,11.13328468731413,16.24884305697642
2009-10-06,2009-10-07,552.0,0.02575249610241455,0.02608695652173898,,0.0,0.0,0.0,0.0,0.02608695652173898,1.963711970261664,1.7946768060836498,-0.010220191864247163,-0.028306742151312347,2009,MACD 12/26/9,554.1,557.1,550.5,42699920.0,2126.0,9.2146850967722,14.842011464935577
2009-10-07,2009-10-08,566.4,0.009488737508701453,0.009533898305084776,,0.0,0.0,0.0,0.0,0.009533898305084776,1.963711970261664,1.8117870722433456,-0.010220191864247163,-0.019042717447246504,2009,MACD 12/26/9,560.8,569.6,560.2,44455128.0,2127.0,8.755216071740506,13.624652386296564
2009-10-08,2009-10-09,571.8,0.017681167843226445,0.01783840503672618,,0.0,0.0,0.0,0.0,0.01783840503672618,1.963711970261664,1.8441064638783267,-0.010220191864247163,-0.0015440041173442332,2009,MACD 12/26/9,570.5,571.8,566.0,50712940.0,2128.0,8.726227906012241,12.6449674902397
2009-10-09,2009-10-12,582.0,0.02091379464117704,0.021134020618556626,,0.0,0.0,0.0,0.0,0.021134020618556626,1.963711970261664,1.8830798479087447,-0.010220191864247163,0.0,2009,MACD 12/26/9,575.4,582.5,575.4,68313936.0,2129.0,9.4177474011708,11.999523472425922
