strategy,total_return,cagr,annual_volatility,sharpe,sortino,max_drawdown,calmar,daily_var_95,daily_cvar_95,profit_factor,win_rate_active_days,exposure,avg_daily_turnover,number_of_trades,beta_vs_buy_hold,annual_alpha_vs_buy_hold,information_ratio,tail_ratio_95_5,daily_skew,daily_kurtosis,benchmark_total_return,benchmark_cagr
Ridge Linear Regression,0.5859819934247588,0.1312459949032081,0.10430600274363322,1.2481227450255943,1.2763136649626012,-0.0905836202940633,1.4488932378408124,-0.008041456658394985,-0.01618182074087566,1.4002748101361564,0.39347079037800686,0.40987124463519314,0.4302575107296137,401.0,0.2954280847743738,0.08150970094348414,-0.21442150291998552,1.319113111760288,-0.5728077259729422,14.38391961704728,0.7169562976326715,0.1555040149972342
MACD 12/26/9,0.5480851278468795,0.12395411910839904,0.11799564757064596,1.060862216516827,0.9727476826427269,-0.16829976883121023,0.7365079582058967,-0.010286668319138314,-0.019448754221564342,1.294885676402417,0.5418994413407822,0.5418454935622318,0.06974248927038626,65.0,0.37703667795126855,0.0630536739581358,-0.26086453179112234,1.0900398217919673,-0.7214835834504044,11.387632653166573,0.7169562976326362,0.15550401499722777
